	url	q3	perceived	primary.topic	secondary.topic	democrat.vote	republican.vote	domain	text
11677	http://www.nytimes.com/2013/02/05/us/politics/waiting-times-to-vote-at-polls-draw-scrutiny.html	News	1	Elections	None	Neutral	Neutral	nytimes.com	400
11680	http://www.nytimes.com/2013/01/29/opinion/brooks-a-second-g-o-p.html	Opinion	0	Elections	None	Neutral	Positive	nytimes.com	400
11728	http://www.nytimes.com/2013/06/18/us/justices-reject-arizona-voting-law-requiring-proof-of-citizenship.html	News	1	Elections	None	Neutral	Neutral	nytimes.com	400
11733	http://fivethirtyeight.blogs.nytimes.com/2013/04/30/how-immigration-reform-and-demographics-could-change-presidential-math/	Opinion	1	Elections	None	SomewhatPositive	SomewhatNegative	nytimes.com	400
11736	http://dealbook.nytimes.com/2013/11/07/white-house-names-senior-bank-of-america-executive-to-commerce-post/	News	0	Elections	None	SomewhatNegative	Neutral	nytimes.com	400
11764	http://www.nytimes.com/2013/01/11/us/politics/hagels-senate-confirmation-will-be-short-on-old-allies.html	News	1	Elections	None	Neutral	Neutral	nytimes.com	400
11770	http://www.nytimes.com/2013/02/17/magazine/can-the-republicans-be-saved-from-obsolescence.html	News	0	Elections	None	SomewhatPositive	SomewhatNegative	nytimes.com	400
11817	http://www.nytimes.com/2013/05/25/opinion/collins-the-women-versus-the-ted.html	Opinion	0	Elections	None	Neutral	SomewhatPositive	nytimes.com	400
11831	http://www.nytimes.com/2013/11/19/us/politics/republicans-block-another-obama-nominee-for-key-judgeship.html	News	0	Elections	None	SomewhatPositive	Negative	nytimes.com	400
11843	http://cityroom.blogs.nytimes.com/2013/10/22/new-york-today-round-2/	News	0	Elections	None	Neutral	Neutral	nytimes.com	400
11851	http://www.nytimes.com/2013/11/29/us/politics/despite-filibuster-limits-a-door-remains-open-to-block-judge-nominees.html	News	0	Elections	None	Negative	Negative	nytimes.com	400
11857	http://www.nytimes.com/2013/06/30/opinion/sunday/douthat-democrats-get-a-gift-from-the-roberts-court.html	Opinion	0	Elections	None	SomewhatNegative	Neutral	nytimes.com	400
11880	http://www.nytimes.com/2013/07/16/us/politics/democrats-seeing-precedent-press-on-to-curb-filibuster.html	News	0	Elections	None	SomewhatPositive	SomewhatPositive	nytimes.com	400
11944	http://www.nytimes.com/2013/08/08/opinion/collins-loud-is-a-losing-proposition.html	Opinion	0	Elections	None	Neutral	SomewhatNegative	nytimes.com	400
11950	http://fivethirtyeight.blogs.nytimes.com/2013/02/11/new-rove-group-could-backfire-on-g-o-p/	News	0	Elections	None	Neutral	SomewhatNegative	nytimes.com	400
11966	http://www.nytimes.com/2013/07/22/us/politics/obama-plans-to-unveil-his-agenda-for-economy.html	News	0	Elections	None	SomewhatPositive	Neutral	nytimes.com	400
11968	http://www.nytimes.com/2013/10/24/us/politics/a-wife-committed-to-cruzs-ideals-but-a-study-in-contrasts-to-him.html	News	0	Elections	None	Neutral	SomewhatPositive	nytimes.com	400
11972	http://takingnote.blogs.nytimes.com/2013/11/27/getting-secret-money-out-of-campaigns/	Opinion	0	Elections	None	Neutral	SomewhatNegative	nytimes.com	400
12000	http://www.nytimes.com/2013/08/09/us/politics/just-across-town-a-test-of-obamas-emissions-goals.html	News	1	Environment	None	Neutral	Neutral	nytimes.com	400
12004	http://www.nytimes.com/2013/06/26/science/earth/clean-air-act-reinterpreted-would-focus-on-flexibility-and-state-level-efforts.html	News	1	Environment	None	SomewhatPositive	SomewhatNegative	nytimes.com	400
12025	http://www.nytimes.com/2013/05/04/opinion/collins-an-ode-to-helium.html	News	0	Environment	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
12031	http://www.nytimes.com/2013/02/27/business/energy-environment/a-divisive-debate-on-need-for-more-nuclear-safeguards.html	News	0	Environment	None	Neutral	Neutral	nytimes.com	400
12037	http://www.nytimes.com/2013/05/17/us/interior-proposes-new-rules-for-fracking-on-us-land.html	News	0	Environment	None	Neutral	Neutral	nytimes.com	400
12049	http://www.nytimes.com/2013/09/01/opinion/sunday/kristof-beauty-and-the-beasts.html	Opinion	0	Environment	None	Neutral	Neutral	nytimes.com	400
12055	http://www.nytimes.com/2013/08/16/us/businesses-back-greenhouse-gas-emissions-law.html	other	1	Environment	None	Neutral	Neutral	nytimes.com	400
12062	http://takingnote.blogs.nytimes.com/2013/05/09/the-latest-g-o-p-temper-tantrum/	other	0	Environment	None	SomewhatPositive	Negative	nytimes.com	400
12066	http://www.nytimes.com/2013/12/05/business/energy-environment/large-companies-prepared-to-pay-price-on-carbon.html	News	1	Environment	None	Neutral	SomewhatNegative	nytimes.com	400
12069	http://opinionator.blogs.nytimes.com/2013/02/08/a-secretary-to-match-the-setting/	other	1	Environment	None	Neutral	Neutral	nytimes.com	400
12091	http://www.nytimes.com/2013/06/26/science/earth/clean-air-act-reinterpreted-would-focus-on-flexibility-and-state-level-efforts.html	Opinion	0	Environment	None	SomewhatPositive	Neutral	nytimes.com	400
12092	http://www.nytimes.com/2013/05/04/opinion/collins-an-ode-to-helium.html	Opinion	1	Environment	None	Neutral	SomewhatNegative	nytimes.com	400
12100	http://www.nytimes.com/2013/08/09/us/politics/just-across-town-a-test-of-obamas-emissions-goals.html	News	0	Environment	None	Neutral	Neutral	nytimes.com	400
12112	http://www.nytimes.com/2013/08/16/us/businesses-back-greenhouse-gas-emissions-law.html	News	0	Environment	None	Neutral	SomewhatNegative	nytimes.com	400
12141	http://www.nytimes.com/2013/04/27/us/politics/pushing-the-gop-to-support-gay-rights.html	News	1	Gay Rights	None	Neutral	Neutral	nytimes.com	400
12146	http://www.nytimes.com/2013/11/17/fashion/Washington-DC-has-thriving-gay-lesbian-and-transgender-population.html	other	1	Gay Rights	None	Neutral	Neutral	nytimes.com	400
12187	http://www.nytimes.com/2013/03/01/opinion/the-white-house-joins-the-fight-on-gay-marriage.html	Opinion	1	Gay Rights	None	SomewhatPositive	Neutral	nytimes.com	400
12208	http://takingnote.blogs.nytimes.com/2013/03/25/scalias-gay-marriage-problem/	Opinion	1	Gay Rights	None	Neutral	Neutral	nytimes.com	400
12233	http://www.nytimes.com/2013/03/23/your-money/a-supreme-court-victory-wont-flatten-same-sex-hurdles.html	News	0	Gay Rights	None	Neutral	Neutral	nytimes.com	400
12237	http://www.nytimes.com/2013/02/28/us/politics/gay-marriage-brief-gets-more-republican-support.html	Opinion	0	Gay Rights	None	Neutral	SomewhatPositive	nytimes.com	400
12238	http://thecaucus.blogs.nytimes.com/2013/11/17/within-cheney-family-a-dispute-over-gay-marriage/	Opinion	0	Gay Rights	None	Neutral	SomewhatNegative	nytimes.com	400
12244	http://thecaucus.blogs.nytimes.com/2013/03/18/hillary-clinton-endorses-same-sex-marriage/	News	0	Gay Rights	None	Neutral	Neutral	nytimes.com	400
12296	http://www.nytimes.com/2013/03/27/us/supreme-court-same-sex-marriage-case.html	Opinion	1	Gay Rights	None	Neutral	Neutral	nytimes.com	400
12307	http://www.nytimes.com/2013/03/31/opinion/sunday/douthat-marriage-looks-different-now.html	Opinion	0	Gay Rights	None	Neutral	Neutral	nytimes.com	400
12331	http://www.nytimes.com/2013/03/27/opinion/dowd-courting-cowardice.html	Opinion	1	Gay Rights	None	Neutral	Neutral	nytimes.com	400
12339	http://www.nytimes.com/2013/03/27/us/supreme-court-same-sex-marriage-case.html	News	0	Gay Rights	None	Neutral	Neutral	nytimes.com	400
12352	http://www.nytimes.com/2013/02/26/us/politics/prominent-republicans-sign-brief-in-support-of-gay-marriage.html	News	0	Gay Rights	None	Neutral	SomewhatNegative	nytimes.com	400
12403	http://www.nytimes.com/2013/04/27/us/politics/pushing-the-gop-to-support-gay-rights.html	News	0	Gay Rights	None	Neutral	SomewhatNegative	nytimes.com	400
12437	http://www.nytimes.com/2013/02/28/us/politics/gay-marriage-brief-gets-more-republican-support.html	Opinion	1	Gay Rights	None	SomewhatPositive	SomewhatPositive	nytimes.com	400
12450	http://www.nytimes.com/2013/01/27/us/politics/secret-donors-finance-fight-against-hagel.html	News	1	Gay Rights	None	Neutral	Neutral	nytimes.com	400
12470	http://www.nytimes.com/2013/11/17/fashion/Washington-DC-has-thriving-gay-lesbian-and-transgender-population.html	other	0	Gay Rights	None	Neutral	Neutral	nytimes.com	400
12473	http://www.nytimes.com/2013/04/05/us/politics/senator-portman-ohio-fallout-shift-same-sex-marriage.html	News	0	Gay Rights	None	Neutral	Neutral	nytimes.com	400
12532	http://www.nytimes.com/2013/04/19/us/politics/for-obama-two-setbacks-but-varying-responses.html	News	0	Gun Related Crimes	None	Neutral	Neutral	nytimes.com	400
12590	http://www.nytimes.com/2013/02/19/arts/television/after-newtown-on-pbs-explores-gun-violence.html	other	1	Gun Related Crimes	None	Neutral	Neutral	nytimes.com	400
12609	http://www.nytimes.com/2013/09/18/us/judge-throws-out-officers-convictions-in-killings-after-hurricane-katrina.html	Opinion	1	Gun Related Crimes	None	Neutral	Neutral	nytimes.com	400
12636	http://www.nytimes.com/2013/10/04/us/gunfire-reported-outside-the-capitol.html	News	1	Gun Related Crimes	None	Neutral	Neutral	nytimes.com	400
12725	http://www.nytimes.com/2013/12/04/us/politics/house-votes-to-extend-gun-law-without-new-provisions.html	News	1	Gun Rights Regulation	None	Neutral	Neutral	nytimes.com	400
12727	http://www.nytimes.com/2013/05/02/us/politics/gun-legislations-failure-shadows-immigration-bill.html	News	0	Gun Rights Regulation	None	Neutral	SomewhatNegative	nytimes.com	400
12831	http://www.nytimes.com/2013/04/05/opinion/the-damage-wrought-by-the-gun-lobby.html	Opinion	0	Gun Rights Regulation	None	Positive	Negative	nytimes.com	400
12842	http://www.nytimes.com/2013/04/18/us/politics/reid-says-he-will-vote-for-assault-weapons-ban.html	News	1	Gun Rights Regulation	None	Neutral	Neutral	nytimes.com	400
12855	http://www.nytimes.com/2013/01/17/opinion/gun-reform-for-a-generation.html	News	1	Gun Rights Regulation	None	Neutral	Neutral	nytimes.com	400
12857	http://www.nytimes.com/2013/12/04/us/politics/house-votes-to-extend-gun-law-without-new-provisions.html	News	0	Gun Rights Regulation	None	SomewhatPositive	Neutral	nytimes.com	400
12865	http://www.nytimes.com/2013/01/27/us/selling-a-new-generation-on-guns.html	News	0	Gun Rights Regulation	None	Neutral	Neutral	nytimes.com	400
12871	http://www.nytimes.com/2013/10/12/us/in-california-new-package-of-gun-laws-but-one-snag.html	Opinion	1	Gun Rights Regulation	None	Neutral	Neutral	nytimes.com	400
12927	http://opinionator.blogs.nytimes.com/2013/05/13/is-the-n-r-a-un-american/	Opinion	1	Gun Rights Regulation	None	Neutral	Neutral	nytimes.com	400
12990	http://www.nytimes.com/2013/04/03/opinion/the-connecticut-gun-control-package.html	News	1	Gun Rights Regulation	None	Neutral	Neutral	nytimes.com	400
13006	http://www.nytimes.com/2013/03/16/opinion/collins-the-dread-that-is-ted.html	Opinion	1	Gun Rights Regulation	None	SomewhatPositive	SomewhatNegative	nytimes.com	400
13042	http://www.nytimes.com/2013/02/03/us/politics/obamas-skeet-shooting-comments-draw-fire.html	News	0	Gun Rights Regulation	None	Neutral	Neutral	nytimes.com	400
13053	http://www.nytimes.com/2013/02/06/us/colorado-gun-control-proposals-face-fight.html	News	1	Gun Rights Regulation	None	Neutral	Neutral	nytimes.com	400
13062	http://www.nytimes.com/2013/09/04/opinion/the-limits-of-nullification.html	Opinion	0	Gun Rights Regulation	None	Neutral	Neutral	nytimes.com	400
13072	http://www.nytimes.com/2013/09/04/opinion/the-limits-of-nullification.html	Opinion	1	Gun Rights Regulation	None	Neutral	Neutral	nytimes.com	400
13091	http://takingnote.blogs.nytimes.com/2013/03/20/baby-steps-on-gun-control/	Opinion	1	Gun Rights Regulation	None	SomewhatPositive	Negative	nytimes.com	400
13094	http://www.nytimes.com/2013/03/02/opinion/nocera-changing-minds-after-newtown.html	News	0	Gun Rights Regulation	None	Neutral	Neutral	nytimes.com	400
13139	http://www.nytimes.com/2013/01/27/us/selling-a-new-generation-on-guns.html	Opinion	1	Gun Rights Regulation	None	Neutral	Neutral	nytimes.com	400
13147	http://www.nytimes.com/2013/02/03/us/politics/obamas-skeet-shooting-comments-draw-fire.html	Opinion	1	Gun Rights Regulation	None	SomewhatPositive	Neutral	nytimes.com	400
13156	http://www.nytimes.com/2013/02/06/us/colorado-gun-control-proposals-face-fight.html	News	0	Gun Rights Regulation	None	Neutral	Neutral	nytimes.com	400
13157	http://www.nytimes.com/2013/07/06/us/In-Cash-Starved-Oregon-County-Citizens-Take-Up-Patrols.html	News	1	Gun Rights Regulation	None	Neutral	Neutral	nytimes.com	400
13214	http://www.nytimes.com/2013/10/12/us/in-california-new-package-of-gun-laws-but-one-snag.html	News	0	Gun Rights Regulation	None	Neutral	Neutral	nytimes.com	400
13227	http://www.nytimes.com/2013/04/18/us/politics/reid-says-he-will-vote-for-assault-weapons-ban.html	News	0	Gun Rights Regulation	None	Neutral	Neutral	nytimes.com	400
13230	http://www.nytimes.com/2013/03/30/opinion/platitudes-loom-after-the-newtown-school-carnage.html	News	0	Gun Rights Regulation	None	Neutral	Neutral	nytimes.com	400
13248	http://www.nytimes.com/2013/12/16/us/sheriffs-refuse-to-enforce-laws-on-gun-control.html	News	0	Gun Rights Regulation	None	Neutral	Neutral	nytimes.com	400
13288	http://www.nytimes.com/2013/08/11/us/obama-assures-disabled-veterans-they-will-get-aid.html	News	0	Healthcare	None	SomewhatPositive	Neutral	nytimes.com	400
13289	http://www.nytimes.com/2013/09/30/us/politics/time-short-but-gop-leaders-say-shutdown-can-be-avoided.html	News	0	Healthcare	None	SomewhatPositive	SomewhatNegative	nytimes.com	400
13291	http://www.nytimes.com/2013/12/01/us/politics/inside-the-race-to-rescue-a-health-site-and-obama.html	News	0	Healthcare	None	SomewhatNegative	Neutral	nytimes.com	400
13296	http://www.nytimes.com/2010/03/22/your-money/health-insurance/22consumer.html	News	1	Healthcare	None	Neutral	Neutral	nytimes.com	400
13297	http://www.nytimes.com/2013/11/22/us/politics/health-law-is-dividing-republican-governors.html	News	0	Healthcare	None	Negative	Neutral	nytimes.com	400
13298	http://krugman.blogs.nytimes.com/2013/12/16/the-big-money-bets-on-obamacare/	News	0	Healthcare	None	Negative	Neutral	nytimes.com	400
13333	http://www.nytimes.com/2013/06/11/us/in-reversal-obama-to-end-effort-to-restrict-morning-after-pill.html	News	1	Healthcare	None	Neutral	Neutral	nytimes.com	400
13341	http://www.nytimes.com/2010/03/22/your-money/health-insurance/22consumer.html	other	0	Healthcare	None	Neutral	Neutral	nytimes.com	400
13343	http://www.nytimes.com/2013/06/16/business/what-sweden-can-tell-us-about-obamacare.html	News	1	Healthcare	None	SomewhatNegative	Neutral	nytimes.com	400
13419	http://www.nytimes.com/2013/05/27/opinion/krugman-the-obamacare-shock.html	Opinion	1	Healthcare	None	Positive	SomewhatNegative	nytimes.com	400
13421	http://www.nytimes.com/2013/04/27/opinion/the-next-step-in-drug-treatment.html	News	1	Healthcare	None	SomewhatNegative	Neutral	nytimes.com	400
13426	http://www.nytimes.com/2013/11/21/business/some-state-insurance-officials-decline-to-meet-with-obama.html	News	0	Healthcare	None	Neutral	Neutral	nytimes.com	400
13439	http://www.nytimes.com/2013/06/07/opinion/krugman-the-spite-club.html	Opinion	0	Healthcare	None	SomewhatPositive	SomewhatNegative	nytimes.com	400
13447	http://www.nytimes.com/2013/12/03/us/politics/a-new-wave-of-challenges-to-health-law.html	News	0	Healthcare	None	Neutral	Neutral	nytimes.com	400
13462	http://www.nytimes.com/2013/11/16/us/politics/obama-to-meet-with-insurance-executives.html	News	0	Healthcare	None	SomewhatPositive	SomewhatNegative	nytimes.com	400
13472	http://www.nytimes.com/2013/09/05/us/albuquerque-becomes-latest-focal-point-in-abortion-wars.html	News	0	Healthcare	None	Neutral	Neutral	nytimes.com	400
13484	http://krugman.blogs.nytimes.com/2013/12/16/the-big-money-bets-on-obamacare/	Opinion	1	Healthcare	None	Neutral	Neutral	nytimes.com	400
13489	http://www.nytimes.com/2013/11/11/us/health-website-tests-a-tycoon-and-tinkerer.html	News	1	Healthcare	None	Neutral	Neutral	nytimes.com	400
13492	http://www.nytimes.com/2013/11/16/us/politics/obama-to-meet-with-insurance-executives.html	News	1	Healthcare	None	Neutral	Neutral	nytimes.com	400
13495	http://www.nytimes.com/2013/09/09/opinion/krugman-the-wonk-gap.html	News	1	Healthcare	None	Neutral	Neutral	nytimes.com	400
13514	http://www.nytimes.com/2013/11/13/us/politics/health-law-rollout-provides-rich-target-for-oversight-chief.html	News	1	Healthcare	None	Neutral	SomewhatNegative	nytimes.com	400
13531	http://www.nytimes.com/2013/12/19/us/uninsured-americans-are-about-as-skeptical-of-health-care-law-as-the-insured-poll-finds.html	News	1	Healthcare	None	Neutral	Neutral	nytimes.com	400
13578	http://www.nytimes.com/2013/07/04/business/smallbusiness/paid-sick-leave-laws-generate-more-concern-than-pain.html	News	1	Healthcare	None	Neutral	Neutral	nytimes.com	400
13591	http://www.nytimes.com/2009/09/10/us/politics/10obama.text.html	News	0	Healthcare	None	Neutral	Neutral	nytimes.com	400
13592	http://www.nytimes.com/2013/04/24/health/racing-to-inform-millions-unaware-of-new-health-coverage.html	News	1	Healthcare	None	SomewhatPositive	Neutral	nytimes.com	400
13605	http://www.nytimes.com/2013/08/28/us/medicaid-expansion-battle-in-michigan-ends-in-passage.html	News	1	Healthcare	None	Neutral	Neutral	nytimes.com	400
13627	http://www.nytimes.com/2013/12/24/opinion/brooks-the-legitimacy-problem.html	Opinion	1	Healthcare	None	SomewhatNegative	Neutral	nytimes.com	400
13647	http://krugman.blogs.nytimes.com/2013/10/26/why-is-obamacare-complicated/	Opinion	0	Healthcare	None	Neutral	Neutral	nytimes.com	400
13648	http://www.nytimes.com/2013/12/24/opinion/brooks-the-legitimacy-problem.html	Opinion	0	Healthcare	None	Neutral	Neutral	nytimes.com	400
13649	http://www.nytimes.com/2013/12/01/us/politics/inside-the-race-to-rescue-a-health-site-and-obama.html	News	1	Healthcare	None	Neutral	Neutral	nytimes.com	400
13654	http://www.nytimes.com/2013/02/18/us/allure-of-self-insurance-draws-concern-over-costs.html	News	0	Healthcare	None	Neutral	Neutral	nytimes.com	400
